,index,pandas_function,num_np_calls,np_calls,np_calls_w_args
24781,7237,/tests/io/formats/test_printing.py_test_adjoin,0,[],[]
24782,7236,/tests/io/formats/test_printing.py_test_repr_set,0,[],[]
24783,7235,/tests/io/formats/test_printing.py_test_repr_obeys_max_seq_limit,0,[],[]
24784,7234,/tests/io/formats/test_printing.py_test_repr_binary_type,0,[],[]
24785,7233,/tests/io/formats/test_printing.py_test_adjoin,0,[],[]
24786,7230,/tests/io/formats/test_to_csv.py_test_to_csv_encoding_binary_handle,0,[],[]
24787,7250,/tests/io/formats/test_to_latex.py_test_to_latex_bad_column_format,0,[],[]
24788,7251,/tests/io/formats/test_to_latex.py_test_to_latex_column_format_just_works,0,[],[]
24789,7252,/tests/io/formats/test_to_latex.py_test_to_latex_column_format,0,[],[]
24790,7253,/tests/io/formats/test_to_latex.py_test_to_latex_float_format_object_col,0,[],[]
24791,7270,/tests/io/formats/test_to_latex.py_short_caption,0,[],[]
24792,7269,/tests/io/formats/test_to_latex.py_caption_table,0,[],[]
24793,7268,/tests/io/formats/test_to_latex.py_test_to_latex_no_bold_rows,0,[],[]
24794,7267,/tests/io/formats/test_to_latex.py_test_to_latex_bold_rows,0,[],[]
24795,7266,/tests/io/formats/test_to_latex.py_test_to_latex_decimal,0,[],[]
24796,7265,/tests/io/formats/test_to_latex.py_test_to_latex_number_of_items_in_header_missmatch_raises,0,[],[]
24797,7264,/tests/io/formats/test_to_latex.py_test_to_latex_specified_header_without_index,0,[],[]
24798,7263,/tests/io/formats/test_to_latex.py_test_to_latex_specified_header_with_index,0,[],[]
24799,7262,/tests/io/formats/test_to_latex.py_test_to_latex_no_header_without_index,0,[],[]
24800,7261,/tests/io/formats/test_to_latex.py_test_to_latex_no_header_with_index,0,[],[]
24801,7260,/tests/io/formats/test_to_latex.py_test_to_latex_longtable_continued_on_next_page,0,[],[]
24802,7259,/tests/io/formats/test_to_latex.py_test_to_latex_longtable_without_index,0,[],[]
24803,7258,/tests/io/formats/test_to_latex.py_test_to_latex_longtable_with_index,0,[],[]
24804,7257,/tests/io/formats/test_to_latex.py_test_to_latex_empty_longtable,0,[],[]
24805,7256,/tests/io/formats/test_to_latex.py_test_to_latex_midrule_location,0,[],[]
24806,7255,/tests/io/formats/test_to_latex.py_test_to_latex_series,0,[],[]
24807,7254,/tests/io/formats/test_to_latex.py_test_to_latex_empty_tabular,0,[],[]
24808,7536,/tests/io/formats/test_format.py_test_truncate_ndots,0,[],[]
24809,7537,/tests/io/formats/test_format.py_getndots,0,[],[]
24810,7538,/tests/io/formats/test_format.py_test_show_dimensions,0,[],[]
24811,7792,/tests/io/formats/style/test_style.py_f,0,[],[]
24812,7800,/tests/io/formats/style/test_style.py_test_non_reducing_slice,0,[],[]
24813,7799,/tests/io/formats/style/test_style.py_test_uuid_len_raises,0,[],[]
24814,7798,/tests/io/formats/style/test_style.py_test_uuid_len,0,[],[]
24815,7797,/tests/io/formats/style/test_style.py_test_column_and_row_styling,0,[],[]
24816,7796,/tests/io/formats/style/test_style.py_test_chaining_table_styles,0,[],[]
24817,7795,/tests/io/formats/style/test_style.py_test_set_data_classes_reindex,0,[],[]
24818,7794,/tests/io/formats/style/test_style.py_test_set_data_classes,0,[],[]
24819,7793,/tests/io/formats/style/test_style.py_test_no_cell_ids,0,[],[]
24820,7791,/tests/io/formats/style/test_style.py_set_caption_from_template,0,[],[]
24821,7780,/tests/io/formats/style/test_style.py_f,0,[],[]
24822,7790,/tests/io/formats/style/test_style.py_test_pipe,0,[],[]
24823,7789,/tests/io/formats/style/test_style.py_test_hide_columns_index_mult_levels,0,[],[]
24824,7788,/tests/io/formats/style/test_style.py_test_hide_columns_single_level,0,[],[]
24825,7787,/tests/io/formats/style/test_style.py_test_hide_multiindex,0,[],[]
24826,7786,/tests/io/formats/style/test_style.py_test_hide_single_index,0,[],[]
24827,7785,/tests/io/formats/style/test_style.py_test_hide_column_headers,0,[],[]
24828,7783,/tests/io/formats/style/test_style.py_test_mi_sparse_index_names,0,[],[]
24829,7782,/tests/io/formats/style/test_style.py_test_get_level_lengths_un_sorted,0,[],[]
24830,7801,/tests/io/formats/style/test_style.py_test_list_slice,0,[],[]
24831,7802,/tests/io/formats/style/test_style.py_test_non_reducing_slice_on_multiindex,0,[],[]
24832,7804,/tests/io/formats/style/test_style.py_test_hidden_index_names,0,[],[]
24833,7805,/tests/io/formats/style/test_style.py_test_hidden_column_names,0,[],[]
24834,7823,/tests/io/formats/style/test_format.py_test_display_format,0,[],[]
24835,7822,/tests/io/formats/style/test_format.py_styler_multi,0,[],[]
24836,7820,/tests/io/formats/style/test_format.py_styler,0,[],[]
24837,7819,/tests/io/formats/style/test_format.py_df,0,[],[]
24838,7818,/tests/io/formats/style/test_exceptions.py_test_concat_bad_index_levels,0,[],[]
24839,7817,/tests/io/formats/style/test_exceptions.py_test_concat_bad_type,0,[],[]
24840,7816,/tests/io/formats/style/test_exceptions.py_test_concat_bad_columns,0,[],[]
24841,7815,/tests/io/formats/style/test_exceptions.py_styler,0,[],[]
24842,7814,/tests/io/formats/style/test_exceptions.py_df,0,[],[]
24843,7813,/tests/io/formats/style/test_style.py_test_output_buffer,0,[],[]
24844,7812,/tests/io/formats/style/test_style.py_test_col_trimming_hide_columns,0,[],[]
24845,7811,/tests/io/formats/style/test_style.py_test_row_trimming_hide_index_mi,0,[],[]
24846,7810,/tests/io/formats/style/test_style.py_test_row_trimming_hide_index,0,[],[]
24847,7809,/tests/io/formats/style/test_style.py_test_get_level_lengths_mi_hidden,0,[],[]
24848,7808,/tests/io/formats/style/test_style.py_test_hiding_headers_over_columns_no_sparsify,0,[],[]
24849,7807,/tests/io/formats/style/test_style.py_test_hiding_headers_over_index_no_sparsify,0,[],[]
24850,7806,/tests/io/formats/style/test_style.py_test_caption_raises,0,[],[]
24851,7781,/tests/io/formats/style/test_style.py_test_get_level_lengths,0,[],[]
24852,7779,/tests/io/formats/style/test_style.py_test_apply_bad_labels,0,[],[]
24853,7825,/tests/io/formats/style/test_format.py_test_format_string,0,[],[]
24854,7745,/tests/io/formats/style/test_style.py_test_update_ctx_flatten_multi_and_trailing_semi,0,[],[]
24855,7753,/tests/io/formats/style/test_style.py_test_numeric_columns,0,[],[]
24856,7752,/tests/io/formats/style/test_style.py_test_index_name,0,[],[]
24857,7751,/tests/io/formats/style/test_style.py_test_empty_index_name_doesnt_display,0,[],[]
24858,7750,/tests/io/formats/style/test_style.py_test_set_properties_subset,0,[],[]
24859,7749,/tests/io/formats/style/test_style.py_test_set_properties,0,[],[]
24860,7748,/tests/io/formats/style/test_style.py_test_render_double,0,[],[]
24861,7747,/tests/io/formats/style/test_style.py_test_render_empty_dfs,0,[],[]
24862,7746,/tests/io/formats/style/test_style.py_test_render,0,[],[]
24863,7744,/tests/io/formats/style/test_style.py_test_update_ctx,0,[],[]
24864,7778,/tests/io/formats/style/test_style.py_f,0,[],[]
24865,7743,/tests/io/formats/style/test_style.py_test_repr_html_mathjax,0,[],[]
24866,7742,/tests/io/formats/style/test_style.py_test_repr_html_ok,0,[],[]
24867,7741,/tests/io/formats/style/test_style.py_test_init_series,0,[],[]
24868,7740,/tests/io/formats/style/test_style.py_test_init_non_pandas,0,[],[]
24869,7739,/tests/io/formats/style/test_style.py_test_hide_columns_level,0,[],[]
24870,7738,/tests/io/formats/style/test_style.py_test_hide_index_level,0,[],[]
24871,7737,/tests/io/formats/style/test_style.py_test_hide_raises,0,[],[]
24872,7736,/tests/io/formats/style/test_style.py_test_export,0,[],[]
24873,7754,/tests/io/formats/style/test_style.py_test_apply_axis,0,[],[]
24874,7755,/tests/io/formats/style/test_style.py_test_apply_series_return,0,[],[]
24875,7756,/tests/io/formats/style/test_style.py_test_apply_subset,0,[],[]
24876,7757,/tests/io/formats/style/test_style.py_h,0,[],[]
24877,7777,/tests/io/formats/style/test_style.py_test_apply_bad_return,0,[],[]
24878,7776,/tests/io/formats/style/test_style.py_test_export,0,[],[]
24879,7775,/tests/io/formats/style/test_style.py_test_trim,0,[],[]
24880,7773,/tests/io/formats/style/test_style.py_test_apply_none,0,[],[]
24881,7772,/tests/io/formats/style/test_style.py_test_table_attributes,0,[],[]
24882,7771,/tests/io/formats/style/test_style.py_test_maybe_convert_css_to_tuples_err,0,[],[]
24883,7770,/tests/io/formats/style/test_style.py_test_maybe_convert_css_to_tuples,0,[],[]
24884,7769,/tests/io/formats/style/test_style.py_test_table_styles_dict_multiple_selectors,0,[],[]
24885,7768,/tests/io/formats/style/test_style.py_test_table_styles_multiple,0,[],[]
24886,7767,/tests/io/formats/style/test_style.py_test_table_styles,0,[],[]
24887,7765,/tests/io/formats/style/test_style.py_test_uuid,0,[],[]
24888,7764,/tests/io/formats/style/test_style.py_test_caption,0,[],[]
24889,7763,/tests/io/formats/style/test_style.py_test_init_with_na_rep,0,[],[]
24890,7762,/tests/io/formats/style/test_style.py_test_duplicate,0,[],[]
24891,7761,/tests/io/formats/style/test_style.py_test_empty,0,[],[]
24892,7760,/tests/io/formats/style/test_style.py_test_subset_for_boolean_cols,0,[],[]
24893,7759,/tests/io/formats/style/test_style.py_color_negative_red,0,[],[]
24894,7824,/tests/io/formats/style/test_format.py_test_format_dict,0,[],[]
24895,7826,/tests/io/formats/style/test_format.py_test_format_with_na_rep,0,[],[]
24896,7734,/tests/io/formats/style/test_style.py_CustomStyler,0,[],[]
24897,7885,/tests/io/formats/style/test_bar.py_test_vmin_vmax_widening,0,[],[]
24898,7893,/tests/io/formats/style/test_bar.py_test_style_bar_with_pyarrow_NA_values,0,[],[]
24899,7892,/tests/io/formats/style/test_bar.py_test_styler_bar_with_NA_values,0,[],[]
24900,7891,/tests/io/formats/style/test_bar.py_test_bar_invalid_color_type_error_raises,0,[],[]
24901,7890,/tests/io/formats/style/test_bar.py_test_bar_color_and_cmap_error_raises,0,[],[]
24902,7889,/tests/io/formats/style/test_bar.py_test_bar_value_error_raises,0,[],[]
24903,7888,/tests/io/formats/style/test_bar.py_test_bar_align_height,0,[],[]
24904,7887,/tests/io/formats/style/test_bar.py_test_colors_mixed,0,[],[]
24905,7886,/tests/io/formats/style/test_bar.py_test_numerics,0,[],[]
24906,7884,/tests/io/formats/style/test_bar.py_test_vmin_vmax_clipping,0,[],[]
24907,7873,/tests/io/formats/style/test_bar.py_bar_grad,0,[],[]
24908,7883,/tests/io/formats/style/test_bar.py_test_align_axis,0,[],[]
24909,7881,/tests/io/formats/style/test_bar.py_test_align_negative_cases,0,[],[]
24910,7880,/tests/io/formats/style/test_bar.py_test_align_positive_cases,0,[],[]
24911,7879,/tests/io/formats/style/test_bar.py_df_mix,0,[],[]
24912,7878,/tests/io/formats/style/test_bar.py_df_neg,0,[],[]
24913,7877,/tests/io/formats/style/test_bar.py_df_pos,0,[],[]
24914,7876,/tests/io/formats/style/test_bar.py_bar_from_to,0,[],[]
24915,7875,/tests/io/formats/style/test_bar.py_bar_to,0,[],[]
24916,7894,/tests/io/pytables/test_read.py_test_read_missing_key_close_store,0,[],[]
24917,7895,/tests/io/pytables/test_read.py_test_read_index_error_close_store,0,[],[]
24918,7896,/tests/io/pytables/test_read.py_test_read_missing_key_opened_store,0,[],[]
24919,7898,/tests/io/pytables/test_read.py_test_pytables_native_read,0,[],[]
24920,7946,/tests/io/pytables/test_select.py_test_select_large_integer,0,[],[]
24921,7945,/tests/io/pytables/test_select.py_test_select_empty_where,0,[],[]
24922,7944,/tests/io/pytables/test_select.py_test_query_compare_column_type,0,[],[]
24923,7943,/tests/io/pytables/test_select.py_test_query_long_float_literal,0,[],[]
24924,7942,/tests/io/pytables/test_select.py_test_query_with_nested_special_character,0,[],[]
24925,7925,/tests/io/pytables/common.py__maybe_remove,0,[],[]
24926,7924,/tests/io/pytables/common.py_ensure_clean_store,0,[],[]
24927,7923,/tests/io/pytables/common.py_safe_close,0,[],[]
24928,7922,/tests/io/pytables/test_compat.py_test_read_with_startstop,0,[],[]
24929,7921,/tests/io/pytables/test_compat.py_test_read_with_stop,0,[],[]
24930,7920,/tests/io/pytables/test_compat.py_test_read_with_start,0,[],[]
24931,7919,/tests/io/pytables/test_compat.py_test_read_complete,0,[],[]
24932,7918,/tests/io/pytables/test_compat.py_pytables_hdf5_file,0,[],[]
24933,7908,/tests/io/pytables/test_read.py_test_read_infer_string,0,[],[]
24934,7905,/tests/io/pytables/test_read.py_test_read_nokey_empty,0,[],[]
24935,7904,/tests/io/pytables/test_read.py_test_read_nokey_table,0,[],[]
24936,7899,/tests/io/pytables/test_read.py_test_pytables_native2_read,0,[],[]
24937,7874,/tests/io/formats/style/test_bar.py_no_bar,0,[],[]
24938,7872,/tests/io/formats/style/test_non_unique.py_test_latex_non_unique,0,[],[]
24939,7829,/tests/io/formats/style/test_format.py_test_format_clear,0,[],[]
24940,7839,/tests/io/formats/style/test_format.py_test_str_escape_error,0,[],[]
24941,7847,/tests/io/formats/style/test_format.py_test_relabel_index,0,[],[]
24942,7846,/tests/io/formats/style/test_format.py_test_relabel_raise_length,0,[],[]
24943,7845,/tests/io/formats/style/test_format.py_test_boolean_format,0,[],[]
24944,7844,/tests/io/formats/style/test_format.py_test_1level_multiindex,0,[],[]
24945,7843,/tests/io/formats/style/test_format.py_test_formatter_options_raises,0,[],[]
24946,7842,/tests/io/formats/style/test_format.py_test_formatter_options_validator,0,[],[]
24947,7841,/tests/io/formats/style/test_format.py_test_format_options,0,[],[]
24948,7840,/tests/io/formats/style/test_format.py_test_long_int_formatting,0,[],[]
24949,7838,/tests/io/formats/style/test_format.py_test_format_decimal,0,[],[]
24950,7871,/tests/io/formats/style/test_non_unique.py_test_hide_columns_non_unique,0,[],[]
24951,7837,/tests/io/formats/style/test_format.py_test_format_thousands,0,[],[]
24952,7836,/tests/io/formats/style/test_format.py_test_format_subset,0,[],[]
24953,7835,/tests/io/formats/style/test_format.py_test_format_with_precision,0,[],[]
24954,7834,/tests/io/formats/style/test_format.py_test_format_raises,0,[],[]
24955,7833,/tests/io/formats/style/test_format.py_test_format_escape_floats,0,[],[]
24956,7832,/tests/io/formats/style/test_format.py_test_format_escape_na_rep,0,[],[]
24957,7831,/tests/io/formats/style/test_format.py_test_format_escape_latex_math,0,[],[]
24958,7830,/tests/io/formats/style/test_format.py_test_format_escape_html,0,[],[]
24959,7848,/tests/io/formats/style/test_format.py_test_relabel_columns,0,[],[]
24960,7849,/tests/io/formats/style/test_format.py_test_relabel_roundtrip,0,[],[]
24961,7851,/tests/io/formats/style/test_highlight.py_styler,0,[],[]
24962,7852,/tests/io/formats/style/test_highlight.py_test_highlight_null,0,[],[]
24963,7870,/tests/io/formats/style/test_non_unique.py_test_set_td_classes_non_unique_raises,0,[],[]
24964,7869,/tests/io/formats/style/test_non_unique.py_test_tooltips_non_unique_raises,0,[],[]
24965,7868,/tests/io/formats/style/test_non_unique.py_test_table_styles_dict_non_unique_columns,0,[],[]
24966,7867,/tests/io/formats/style/test_non_unique.py_test_table_styles_dict_non_unique_index,0,[],[]
24967,7866,/tests/io/formats/style/test_non_unique.py_test_apply_map_non_unique_raises,0,[],[]
24968,7865,/tests/io/formats/style/test_non_unique.py_test_format_non_unique,0,[],[]
24969,7864,/tests/io/formats/style/test_non_unique.py_styler,0,[],[]
24970,7863,/tests/io/formats/style/test_non_unique.py_df,0,[],[]
24971,7862,/tests/io/formats/style/test_highlight.py_test_all_highlight_dtypes,0,[],[]
24972,7861,/tests/io/formats/style/test_highlight.py_test_highlight_quantile,0,[],[]
24973,7860,/tests/io/formats/style/test_highlight.py_test_highlight_between_inclusive,0,[],[]
24974,7859,/tests/io/formats/style/test_highlight.py_test_highlight_between_raises2,0,[],[]
24975,7858,/tests/io/formats/style/test_highlight.py_test_highlight_between_raises,0,[],[]
24976,7857,/tests/io/formats/style/test_highlight.py_test_highlight_between,0,[],[]
24977,7855,/tests/io/formats/style/test_highlight.py_test_highlight_minmax_ext,0,[],[]
24978,7854,/tests/io/formats/style/test_highlight.py_test_highlight_minmax_basic,0,[],[]
24979,7853,/tests/io/formats/style/test_highlight.py_test_highlight_null_subset,0,[],[]
24980,7735,/tests/io/formats/style/test_style.py_test_clear,0,[],[]
24981,7733,/tests/io/formats/style/test_style.py_test_inherited_copy,0,[],[]
24982,7539,/tests/io/formats/test_format.py_test_repr_min_rows,0,[],[]
24983,7606,/tests/io/formats/style/test_html.py_test_colspan_w3,0,[],[]
24984,7614,/tests/io/formats/style/test_html.py_test_from_custom_template_table,0,[],[]
24985,7613,/tests/io/formats/style/test_html.py_test_block_names,0,[],[]
24986,7612,/tests/io/formats/style/test_html.py_test_caption_arg,0,[],[]
24987,7611,/tests/io/formats/style/test_html.py_test_bold_headers_arg,0,[],[]
24988,7610,/tests/io/formats/style/test_html.py_test_doctype_encoding,0,[],[]
24989,7609,/tests/io/formats/style/test_html.py_test_doctype,0,[],[]
24990,7608,/tests/io/formats/style/test_html.py_test_styles,0,[],[]
24991,7607,/tests/io/formats/style/test_html.py_test_rowspan_w3,0,[],[]
24992,7605,/tests/io/formats/style/test_html.py_test_exclude_styles,0,[],[]
24993,7594,/tests/io/formats/test_css.py_test_css_border_shorthands,0,[],[]
24994,7604,/tests/io/formats/style/test_html.py_test_html_template_extends_options,0,[],[]
24995,7603,/tests/io/formats/style/test_html.py_tpl_table,0,[],[]
24996,7602,/tests/io/formats/style/test_html.py_tpl_style,0,[],[]
24997,7600,/tests/io/formats/style/test_html.py_styler,0,[],[]
24998,7599,/tests/io/formats/style/test_html.py_env,0,[],[]
24999,7598,/tests/io/formats/test_css.py_test_css_relative_font_size,0,[],[]
25000,7597,/tests/io/formats/test_css.py_test_css_absolute_font_size,0,[],[]
25001,7596,/tests/io/formats/test_css.py_test_css_none_absent,0,[],[]
25002,7615,/tests/io/formats/style/test_html.py_test_from_custom_template_style,0,[],[]
25003,7616,/tests/io/formats/style/test_html.py_test_caption_as_sequence,0,[],[]
25004,7617,/tests/io/formats/style/test_html.py_test_sticky_basic,0,[],[]
25005,7618,/tests/io/formats/style/test_html.py_test_sticky_mi,0,[],[]
25006,7638,/tests/io/formats/style/test_to_latex.py_test_tabular_hrules,0,[],[]
25007,7637,/tests/io/formats/style/test_to_latex.py_test_minimal_latex_tabular,0,[],[]
25008,7636,/tests/io/formats/style/test_to_latex.py_styler,0,[],[]
25009,7635,/tests/io/formats/style/test_to_latex.py_df_ext,0,[],[]
25010,7634,/tests/io/formats/style/test_to_latex.py_df,0,[],[]
25011,7632,/tests/io/formats/style/test_html.py_html_lines,0,[],[]
25012,7631,/tests/io/formats/style/test_html.py_test_concat_combined,0,[],[]
25013,7630,/tests/io/formats/style/test_html.py_test_concat_chain,0,[],[]
25014,7629,/tests/io/formats/style/test_html.py_test_concat_recursion,0,[],[]
25015,7628,/tests/io/formats/style/test_html.py_test_concat,0,[],[]
25016,7627,/tests/io/formats/style/test_html.py_test_multiple_rendered_links,0,[],[]
25017,7626,/tests/io/formats/style/test_html.py_test_rendered_links,0,[],[]
25018,7623,/tests/io/formats/style/test_html.py_test_maximums,0,[],[]
25019,7622,/tests/io/formats/style/test_html.py_test_map_header_cell_ids,0,[],[]
25020,7621,/tests/io/formats/style/test_html.py_test_sparse_options,0,[],[]
25021,7620,/tests/io/formats/style/test_html.py_test_sticky_raises,0,[],[]
25022,7619,/tests/io/formats/style/test_html.py_test_sticky_levels,0,[],[]
25023,7595,/tests/io/formats/test_css.py_test_css_precedence,0,[],[]
25024,7593,/tests/io/formats/test_css.py_create_border_dict,0,[],[]
25025,7640,/tests/io/formats/style/test_to_latex.py_test_column_format,0,[],[]
25026,7555,/tests/io/formats/test_format.py_test_set_option_precision,0,[],[]
25027,7563,/tests/io/formats/test_format.py_test_mixed,0,[],[]
25028,7562,/tests/io/formats/test_format.py_test_zero,0,[],[]
25029,7561,/tests/io/formats/test_format.py_test_subdays_neg,0,[],[]
25030,7560,/tests/io/formats/test_format.py_test_subdays,0,[],[]
25031,7559,/tests/io/formats/test_format.py_test_days_neg,0,[],[]
25032,7558,/tests/io/formats/test_format.py_test_days,0,[],[]
25033,7557,/tests/io/formats/test_format.py_test_too_long,0,[],[]
25034,7556,/tests/io/formats/test_format.py_test_output_significant_digits,0,[],[]
25035,7554,/tests/io/formats/test_format.py_test_output_display_precision_trailing_zeroes,0,[],[]
25036,7592,/tests/io/formats/test_css.py_test_css_border_shorthand_sides,0,[],[]
25037,7551,/tests/io/formats/test_format.py__three_digit_exp,0,[],[]
25038,7550,/tests/io/formats/test_format.py_dtype,0,[],[]
25039,7549,/tests/io/formats/test_format.py___getitem__,0,[],[]
25040,7548,/tests/io/formats/test_format.py___len__,0,[],[]
25041,7547,/tests/io/formats/test_format.py_ExtTypeStub,0,[],[]
25042,7546,/tests/io/formats/test_format.py_name,0,[],[]
25043,7544,/tests/io/formats/test_format.py_DtypeStub,0,[],[]
25044,7543,/tests/io/formats/test_format.py_test_2d_extension_type,0,[],[]
25045,7564,/tests/io/formats/test_format.py_test_dates,0,[],[]
25046,7565,/tests/io/formats/test_format.py_test_date_nanos,0,[],[]
25047,7567,/tests/io/formats/test_format.py_test_datetime64formatter_yearmonth,0,[],[]
25048,7568,/tests/io/formats/test_format.py_format_func,0,[],[]
25049,7591,/tests/io/formats/test_css.py_test_css_side_shorthands,0,[],[]
25050,7590,/tests/io/formats/test_css.py_test_css_parse_invalid,0,[],[]
25051,7589,/tests/io/formats/test_css.py_test_css_parse_normalisation,0,[],[]
25052,7588,/tests/io/formats/test_css.py_assert_same_resolution,0,[],[]
25053,7587,/tests/io/formats/test_css.py_assert_resolves,0,[],[]
25054,7584,/tests/io/formats/test_eng_formatting.py_test_rounding,0,[],[]
25055,7581,/tests/io/formats/test_eng_formatting.py_compare_all,0,[],[]
25056,7580,/tests/io/formats/test_eng_formatting.py_compare,0,[],[]
25057,7579,/tests/io/formats/test_eng_formatting.py_test_eng_float_formatter,0,[],[]
25058,7578,/tests/io/formats/test_eng_formatting.py_test_eng_float_formatter2,0,[],[]
25059,7577,/tests/io/formats/test_eng_formatting.py_reset_float_format,0,[],[]
25060,7576,/tests/io/formats/test_format.py_test_filepath_or_buffer_bad_arg_raises,0,[],[]
25061,7575,/tests/io/formats/test_format.py_test_filepath_or_buffer_arg,0,[],[]
25062,7573,/tests/io/formats/test_format.py_test_error_format_percentiles,0,[],[]
25063,7572,/tests/io/formats/test_format.py_test_format_percentiles,0,[],[]
25064,7570,/tests/io/formats/test_format.py_format_func,0,[],[]
25065,7569,/tests/io/formats/test_format.py_test_datetime64formatter_hoursecond,0,[],[]
25066,7639,/tests/io/formats/style/test_to_latex.py_test_tabular_custom_hrules,0,[],[]
25067,7641,/tests/io/formats/style/test_to_latex.py_test_siunitx_cols,0,[],[]
25068,7732,/tests/io/formats/style/test_style.py_test_copy,0,[],[]
25069,7695,/tests/io/formats/style/test_to_string.py_test_string_delimiter,0,[],[]
25070,7703,/tests/io/formats/style/test_matplotlib.py_test_function_gradient,0,[],[]
25071,7702,/tests/io/formats/style/test_matplotlib.py_styler_blank,0,[],[]
25072,7701,/tests/io/formats/style/test_matplotlib.py_df_blank,0,[],[]
25073,7700,/tests/io/formats/style/test_matplotlib.py_styler,0,[],[]
25074,7699,/tests/io/formats/style/test_matplotlib.py_df,0,[],[]
25075,7698,/tests/io/formats/style/test_to_string.py_test_concat_chain,0,[],[]
25076,7697,/tests/io/formats/style/test_to_string.py_test_concat_recursion,0,[],[]
25077,7696,/tests/io/formats/style/test_to_string.py_test_concat,0,[],[]
25078,7694,/tests/io/formats/style/test_to_string.py_test_basic_string,0,[],[]
25079,7684,/tests/io/formats/style/test_to_latex.py_test_concat_recursion,0,[],[]
25080,7693,/tests/io/formats/style/test_to_string.py_styler,0,[],[]
25081,7692,/tests/io/formats/style/test_to_string.py_df,0,[],[]
25082,7691,/tests/io/formats/style/test_tooltip.py_test_tooltip_css_class,0,[],[]
25083,7690,/tests/io/formats/style/test_tooltip.py_test_tooltip_ignored,0,[],[]
25084,7689,/tests/io/formats/style/test_tooltip.py_test_tooltip_render,0,[],[]
25085,7688,/tests/io/formats/style/test_tooltip.py_styler,0,[],[]
25086,7687,/tests/io/formats/style/test_tooltip.py_df,0,[],[]
25087,7686,/tests/io/formats/style/test_to_latex.py_test_empty_clines,0,[],[]
25088,7704,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_color,0,[],[]
25089,7705,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_axis,0,[],[]
25090,7707,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_vmin_vmax,0,[],[]
25091,7708,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_int64,0,[],[]
25092,7731,/tests/io/formats/style/test_style.py_test_render_empty_mi,0,[],[]
25093,7727,/tests/io/formats/style/test_style.py_test_trimming_maximum,0,[],[]
25094,7726,/tests/io/formats/style/test_style.py_test_mi_styler_sparsify_options,0,[],[]
25095,7725,/tests/io/formats/style/test_style.py_test_mi_styler_sparsify_index,0,[],[]
25096,7724,/tests/io/formats/style/test_style.py_test_mi_styler_sparsify_columns,0,[],[]
25097,7721,/tests/io/formats/style/test_style.py_blank_value,0,[],[]
25098,7720,/tests/io/formats/style/test_style.py_mi_styler,0,[],[]
25099,7719,/tests/io/formats/style/test_style.py_mi_df,0,[],[]
25100,7718,/tests/io/formats/style/test_matplotlib.py_test_pass_colormap_instance,0,[],[]
25101,7717,/tests/io/formats/style/test_matplotlib.py_test_bar_color_raises,0,[],[]
25102,7716,/tests/io/formats/style/test_matplotlib.py_test_bar_colormap,0,[],[]
25103,7714,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_wrong_series,0,[],[]
25104,7713,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_wrong_dataframe,0,[],[]
25105,7712,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_series_align,0,[],[]
25106,7711,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_dataframe_align,0,[],[]
25107,7710,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_array_raises,0,[],[]
25108,7709,/tests/io/formats/style/test_matplotlib.py_test_background_gradient_gmap_array,0,[],[]
25109,7685,/tests/io/formats/style/test_to_latex.py_test_concat_chain,0,[],[]
25110,7683,/tests/io/formats/style/test_to_latex.py_test_concat,0,[],[]
25111,7642,/tests/io/formats/style/test_to_latex.py_test_position,0,[],[]
25112,7652,/tests/io/formats/style/test_to_latex.py_test_multicol_naive,0,[],[]
25113,7660,/tests/io/formats/style/test_to_latex.py_test_parse_latex_cell_styles_basic,0,[],[]
25114,7659,/tests/io/formats/style/test_to_latex.py_test_parse_latex_table_styles,0,[],[]
25115,7658,/tests/io/formats/style/test_to_latex.py_test_environment_option,0,[],[]
25116,7657,/tests/io/formats/style/test_to_latex.py_test_comprehensive,0,[],[]
25117,7656,/tests/io/formats/style/test_to_latex.py_test_hidden_index,0,[],[]
25118,7655,/tests/io/formats/style/test_to_latex.py_test_sparse_options,0,[],[]
25119,7654,/tests/io/formats/style/test_to_latex.py_test_multiindex_columns_hidden,0,[],[]
25120,7653,/tests/io/formats/style/test_to_latex.py_test_multi_options,0,[],[]
25121,7651,/tests/io/formats/style/test_to_latex.py_test_multiindex_row_and_col,0,[],[]
25122,7682,/tests/io/formats/style/test_to_latex.py_test_col_format_len,0,[],[]
25123,7650,/tests/io/formats/style/test_to_latex.py_test_multirow_naive,0,[],[]
25124,7649,/tests/io/formats/style/test_to_latex.py_test_multiindex_row,0,[],[]
25125,7648,/tests/io/formats/style/test_to_latex.py_test_multiindex_columns,0,[],[]
25126,7647,/tests/io/formats/style/test_to_latex.py_test_cell_styling,0,[],[]
25127,7646,/tests/io/formats/style/test_to_latex.py_test_custom_table_styles,0,[],[]
