statsmodels_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/stats/stattools.py_omni_normtest,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/stattools.py_robust_kurtosis,0.5,4,2,['percentile' 'zeros' 'apply_along_axis' 'zeros'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/stats/stattools.py_robust_skewness,0.88,8,7,['sort' 'mean' 'mean' 'percentile' 'sort' 'reshape' 'sqrt' 'sqrt'],"['sorting.sort' 'array_api._statistical_functions.mean'
 'pdarrayclass.mean' 'array_api._sorting_functions.sort'
 'array_api._manipulation_functions.reshape' 'pdarrayclass.sqrt'
 'array_api._elementwise_functions.sqrt']"
/stats/tabledist.py___init__,0.75,4,3,['diff' 'sign' 'sign' 'asarray'],"['array_api._elementwise_functions.sign' 'numeric.sign'
 'array_api._creation_functions.asarray']"
/stats/tabledist.py__critvals,1.0,0,0,[],[]
/stats/tabledist.py_crit,1.0,4,4,['asarray' 'logical_or' 'ones' 'ones'],"['array_api._creation_functions.asarray'
 'array_api._elementwise_functions.logical_or'
 'array_api._creation_functions.ones' 'pdarraycreation.ones']"
/stats/tabledist.py_crit3,1.0,4,4,['ones' 'ones' 'logical_or' 'asarray'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'array_api._elementwise_functions.logical_or'
 'array_api._creation_functions.asarray']"
/stats/tabledist.py_poly2d,1.0,0,0,[],[]
/stats/tabledist.py_polyn,1.0,0,0,[],[]
/stats/tabledist.py_polyrbf,1.0,1,1,['meshgrid'],['array_api._creation_functions.meshgrid']
/stats/tabledist.py_prob,0.75,4,3,['ones' 'size' 'logical_or' 'ones'],"['pdarraycreation.ones' 'array_api._elementwise_functions.logical_or'
 'array_api._creation_functions.ones']"
/stats/tests/results/lilliefors_critical_value_simulation.py_simulations,0.75,20,15,"['zeros' 'sort' 'zeros' 'ones_like' 'random.RandomState' 'concatenate'
 'concatenate' 'r_' 'array' 'sort' 'ones_like' 'abs' 'log' 'c_'
 'percentile' 'arange' 'log' 'max' 'max' 'arange']","['pdarraycreation.zeros' 'array_api._sorting_functions.sort'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.ones_like' 'pdarraysetops.concatenate'
 'util.concatenate' 'pdarraycreation.array' 'sorting.sort'
 'pdarraycreation.ones_like' 'numeric.log' 'pdarraycreation.arange'
 'array_api._elementwise_functions.log'
 'array_api._statistical_functions.max' 'pdarrayclass.max'
 'array_api._creation_functions.arange']"
/stats/tests/test_anova.py_setup_class,1.0,2,2,['log' 'log'],['numeric.log' 'array_api._elementwise_functions.log']
/stats/tests/test_anova.py_test_results,0.6,5,3,['log' 'log' 'testing.assert_equal' 'testing.assert_almost_equal' 'array'],"['numeric.log' 'array_api._elementwise_functions.log'
 'pdarraycreation.array']"
/stats/tests/test_anova_rm.py_test_repeated_measures_aggregate_compare_with_ezANOVA,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_aggregate_func,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_aggregate_func_mean,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_aggregation,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_aggregation_one_subject_duplicated,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_collinearity,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_invalid_factor_name,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_repeated_measures_unbalanced_data,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_single_factor_repeated_measures_anova,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_three_factors_repeated_measures_anova,1.0,0,0,[],[]
/stats/tests/test_anova_rm.py_test_two_factors_repeated_measures_anova,1.0,0,0,[],[]
/stats/tests/test_base.py_test_holdertuple,1.0,4,4,['asarray' 'zeros' 'zeros' 'float64'],"['array_api._creation_functions.asarray'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'dtypes.float64']"
/stats/tests/test_base.py_test_holdertuple2,1.0,2,2,['dtype' 'asarray'],['dtypes.dtype' 'array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_initialize,0.0,1,0,['dstack'],[]
/stats/tests/test_contingency_tables.py_setup_class,1.0,8,8,['array' 'log' 'log' 'sqrt' 'zeros' 'asarray' 'zeros' 'sqrt'],"['pdarraycreation.array' 'array_api._elementwise_functions.log'
 'numeric.log' 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.asarray' 'pdarraycreation.zeros'
 'pdarrayclass.sqrt']"
/stats/tests/test_contingency_tables.py_test_SquareTable_from_data,0.67,3,2,['random.randint' 'random.seed' 'asarray'],['pdarraycreation.randint' 'array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_SquareTable_nonsquare,1.0,2,2,['float64' 'asarray'],['dtypes.float64' 'array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_chi2_association,0.5,2,1,['random.randint' 'random.seed'],['pdarraycreation.randint']
/stats/tests/test_contingency_tables.py_test_cochranq,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_cumulative_odds,1.0,3,3,['log' 'log' 'asarray'],"['numeric.log' 'array_api._elementwise_functions.log'
 'array_api._creation_functions.asarray']"
/stats/tests/test_contingency_tables.py_test_equal_odds,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_from_data,0.71,7,5,['arange' 'random.randint' 'kron' 'random.seed' 'arange' 'ones' 'ones'],"['pdarraycreation.arange' 'pdarraycreation.randint'
 'array_api._creation_functions.arange'
 'array_api._creation_functions.ones' 'pdarraycreation.ones']"
/stats/tests/test_contingency_tables.py_test_from_data_2x2,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_from_data_stratified,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_homogeneity,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_local_odds,1.0,3,3,['log' 'log' 'asarray'],"['numeric.log' 'array_api._elementwise_functions.log'
 'array_api._creation_functions.asarray']"
/stats/tests/test_contingency_tables.py_test_log_oddsratio,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_log_oddsratio_se,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_log_riskratio,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_log_riskratio_confint,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_log_riskratio_se,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_logodds_pooled,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_logodds_pooled_confint,1.0,2,2,['log' 'log'],['numeric.log' 'array_api._elementwise_functions.log']
/stats/tests/test_contingency_tables.py_test_mcnemar,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_null_odds,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_oddsratio,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_oddsratio_confint,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_oddsratio_pooled,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_oddsratio_pooled_confint,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_oddsratio_pvalue,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_ordinal_association,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/stats/tests/test_contingency_tables.py_test_pandas,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_resids,1.0,1,1,['array'],['pdarraycreation.array']
/stats/tests/test_contingency_tables.py_test_riskratio,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_riskratio_confint,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_riskratio_pvalue,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_shifting,1.0,6,6,['asarray' 'float64' 'full' 'zeros' 'zeros' 'full'],"['array_api._creation_functions.asarray' 'dtypes.float64'
 'array_api._creation_functions.full'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'pdarraycreation.full']"
/stats/tests/test_contingency_tables.py_test_stratified_table_cube,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_contingency_tables.py_test_summary,1.0,0,0,[],[]
/stats/tests/test_contingency_tables.py_test_symmetry,1.0,0,0,[],[]
/stats/tests/test_contrast.py_setup_class,1.0,0,0,[],[]
/stats/tests/test_contrast.py_test_constraints,1.0,2,2,['eye' 'array'],['array_api._creation_functions.eye' 'pdarraycreation.array']
/stats/tests/test_contrast.py_test_contrast1,0.0,1,0,['column_stack'],[]
/stats/tests/test_contrast.py_test_contrast2,0.67,3,2,['zeros' 'zeros' 'column_stack'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/stats/tests/test_contrast.py_test_contrast3,0.25,4,1,['linalg.pinv' 'dot' 'column_stack' 'identity'],['util.identity']
/stats/tests/test_contrast.py_test_estimable,0.0,1,0,['column_stack'],[]
/stats/tests/test_correlation.py_test_kernel_covariance,0.54,13,7,"['subtract.outer' 'eye' 'ones' 'ones' 'random.seed' 'concatenate' 'abs'
 'random.normal' 'arange' 'dot' 'arange' 'linalg.cholesky' 'concatenate']","['array_api._creation_functions.eye' 'array_api._creation_functions.ones'
 'pdarraycreation.ones' 'pdarraysetops.concatenate'
 'pdarraycreation.arange' 'array_api._creation_functions.arange'
 'util.concatenate']"
/stats/tests/test_corrpsd.py_grad,0.0,1,0,['dot'],[]
/stats/tests/test_corrpsd.py_norm_f,1.0,2,2,['sqrt' 'sqrt'],['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt']
/stats/tests/test_corrpsd.py_obj,0.0,1,0,['dot'],[]
/stats/tests/test_corrpsd.py_project,1.0,0,0,[],[]
/stats/tests/test_corrpsd.py_setup_class,1.0,2,2,['array' 'eye'],['pdarraycreation.array' 'array_api._creation_functions.eye']
/stats/tests/test_corrpsd.py_test_clipped,0.0,1,0,['linalg.eigvalsh'],[]
/stats/tests/test_corrpsd.py_test_corr_nearest_factor,0.67,15,10,"['random.randn' 'zeros' 'zeros' 'pi' 'isfinite' 'linspace' 'isfinite'
 'sin' 'linspace' 'fill_diagonal' 'array' 'float64' 'random.seed' 'dot'
 'sin']","['array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.isfinite' 'pdarraycreation.linspace'
 'numeric.isfinite' 'numeric.sin' 'array_api._creation_functions.linspace'
 'pdarraycreation.array' 'dtypes.float64'
 'array_api._elementwise_functions.sin']"
/stats/tests/test_corrpsd.py_test_corr_nearest_factor_arrpack,0.77,13,10,"['array' 'zeros' 'zeros' 'pi' 'linspace' 'linspace' 'float64' 'sign'
 'fill_diagonal' 'sin' 'sin' 'dot' 'sign']","['pdarraycreation.array' 'array_api._creation_functions.zeros'
 'pdarraycreation.zeros' 'pdarraycreation.linspace'
 'array_api._creation_functions.linspace' 'dtypes.float64' 'numeric.sign'
 'numeric.sin' 'array_api._elementwise_functions.sin'
 'array_api._elementwise_functions.sign']"
/stats/tests/test_corrpsd.py_test_corr_nearest_factor_sparse,0.58,12,7,"['pi' 'zeros' 'fill_diagonal' 'abs' 'dot' 'sin' 'sin' 'linspace' 'zeros'
 'random.RandomState' 'linspace' 'float64']","['array_api._creation_functions.zeros'
 'array_api._elementwise_functions.sin' 'numeric.sin'
 'array_api._creation_functions.linspace' 'pdarraycreation.zeros'
 'pdarraycreation.linspace' 'dtypes.float64']"
/stats/tests/test_corrpsd.py_test_corr_psd,1.0,2,2,['eye' 'array'],['array_api._creation_functions.eye' 'pdarraycreation.array']
/stats/tests/test_corrpsd.py_test_corr_thresholded,0.0,3,0,['abs' 'corrcoef' 'random.normal'],[]
/stats/tests/test_corrpsd.py_test_corrpsd_threshold,0.5,2,1,['array' 'linalg.eigvalsh'],['pdarraycreation.array']
/stats/tests/test_corrpsd.py_test_cov_nearest,1.0,0,0,[],[]
/stats/tests/test_corrpsd.py_test_cov_nearest_factor_homog,0.64,11,7,"['diag' 'pi' 'float64' 'zeros' 'zeros' 'linspace' 'linspace' 'sin' 'sin'
 'fill_diagonal' 'dot']","['dtypes.float64' 'array_api._creation_functions.zeros'
 'pdarraycreation.zeros' 'pdarraycreation.linspace'
 'array_api._creation_functions.linspace' 'numeric.sin'
 'array_api._elementwise_functions.sin']"
/stats/tests/test_corrpsd.py_test_cov_nearest_factor_homog_sparse,0.64,11,7,"['zeros' 'diag' 'zeros' 'sin' 'dot' 'linspace' 'pi' 'linspace' 'float64'
 'sin' 'fill_diagonal']","['array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.sin'
 'array_api._creation_functions.linspace' 'pdarraycreation.linspace'
 'dtypes.float64' 'numeric.sin']"
/stats/tests/test_corrpsd.py_test_decorrelate,0.43,7,3,"['linspace' 'linspace' 'eye' 'dot' 'random.normal' 'linalg.cholesky'
 'linalg.solve']","['array_api._creation_functions.linspace' 'pdarraycreation.linspace'
 'array_api._creation_functions.eye']"
/stats/tests/test_corrpsd.py_test_logdet,0.5,4,2,['random.normal' 'linspace' 'linspace' 'linalg.slogdet'],['pdarraycreation.linspace' 'array_api._creation_functions.linspace']
/stats/tests/test_corrpsd.py_test_nearest,0.0,1,0,['linalg.eigvalsh'],[]
/stats/tests/test_corrpsd.py_test_solve,0.5,4,2,['linspace' 'linalg.solve' 'random.normal' 'linspace'],['array_api._creation_functions.linspace' 'pdarraycreation.linspace']
/stats/tests/test_corrpsd.py_test_spg_optim,0.67,3,2,['arange' 'arange' 'abs'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/stats/tests/test_deltacov.py_f,1.0,1,1,['squeeze'],['array_api._manipulation_functions.squeeze']
/stats/tests/test_deltacov.py_fun,0.0,1,0,['dot'],[]
/stats/tests/test_deltacov.py_setup_class,0.0,1,0,['random.randn'],[]
/stats/tests/test_deltacov.py_test_deltacov_margeff,1.0,0,0,[],[]
/stats/tests/test_deltacov.py_test_diff,1.0,0,0,[],[]
/stats/tests/test_deltacov.py_test_method,1.0,0,0,[],[]
/stats/tests/test_deltacov.py_test_ttest,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_df,0.67,3,2,['random.RandomState' 'arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/stats/tests/test_descriptivestats.py_test_describe,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_description_basic,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_description_exceptions,1.0,3,3,['empty' 'arange' 'arange'],"['array_api._creation_functions.empty' 'pdarraycreation.arange'
 'array_api._creation_functions.arange']"
/stats/tests/test_descriptivestats.py_test_empty_columns,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_extension_types,0.67,3,2,['arange' 'arange' 'testing.assert_allclose'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/stats/tests/test_descriptivestats.py_test_large_ntop,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_odd_percentiles,1.0,2,2,['linspace' 'linspace'],['array_api._creation_functions.linspace' 'pdarraycreation.linspace']
/stats/tests/test_descriptivestats.py_test_sign_test,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_special_stats,1.0,0,0,[],[]
/stats/tests/test_descriptivestats.py_test_std_err,0.0,1,0,['testing.assert_allclose'],[]
/stats/tests/test_descriptivestats.py_test_use_t,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_compare_to_reference,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_diagnostic_data,0.5,4,2,['ones_like' 'ones_like' 'c_' 'random.RandomState'],['array_api._creation_functions.ones_like' 'pdarraycreation.ones_like']
/stats/tests/test_diagnostic.py_get_duncan_data,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_grangertest,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_setup_class,0.5,4,2,['diff' 'log' 'c_' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/stats/tests/test_diagnostic.py_test_acorr_breusch_godfrey,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_acorr_breusch_godfrey_exogs,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_acorr_breusch_godfrey_multidim,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/stats/tests/test_diagnostic.py_test_acorr_ljung_box,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_acorr_ljung_box_against_r,0.67,3,2,['zeros_like' 'zeros_like' 'random.RandomState'],['array_api._creation_functions.zeros_like' 'pdarraycreation.zeros_like']
/stats/tests/test_diagnostic.py_test_acorr_ljung_box_big_default,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_acorr_ljung_box_small_default,0.0,1,0,['ndarray'],[]
/stats/tests/test_diagnostic.py_test_acorr_lm_smoke,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/stats/tests/test_diagnostic.py_test_acorr_lm_smoke_no_autolag,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/stats/tests/test_diagnostic.py_test_basic,1.0,1,1,['array'],['pdarraycreation.array']
/stats/tests/test_diagnostic.py_test_breaks_hansen,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_compare_cox,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_compare_error,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_compare_j,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_compare_lr,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_compare_nested,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_cusum_ols,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_diagnostics_pandas,0.67,3,2,['arange' 'random.rand' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/stats/tests/test_diagnostic.py_test_encompasing_direct,0.89,9,8,"['hstack' 'squeeze' 'zeros' 'zeros' 'ones' 'random.standard_normal'
 'asarray' 'ones' 'eye']","['array_api._manipulation_functions.squeeze'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._creation_functions.ones' 'pdarraycreation.standard_normal'
 'array_api._creation_functions.asarray' 'pdarraycreation.ones'
 'array_api._creation_functions.eye']"
/stats/tests/test_diagnostic.py_test_encompasing_error,0.75,4,3,['random.standard_normal' 'hstack' 'ones' 'ones'],"['pdarraycreation.standard_normal' 'pdarraycreation.ones'
 'array_api._creation_functions.ones']"
/stats/tests/test_diagnostic.py_test_gq,0.0,1,0,['c_'],[]
/stats/tests/test_diagnostic.py_test_hac,0.75,4,3,['diag' 'array' 'sqrt' 'sqrt'],"['pdarraycreation.array' 'array_api._elementwise_functions.sqrt'
 'pdarrayclass.sqrt']"
/stats/tests/test_diagnostic.py_test_harvey_collier,0.0,1,0,['allclose'],[]
/stats/tests/test_diagnostic.py_test_het_arch,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_arch2,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_breusch_pagan,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_breusch_pagan_1d_err,1.0,3,3,['asarray' 'ones_like' 'ones_like'],"['array_api._creation_functions.asarray' 'pdarraycreation.ones_like'
 'array_api._creation_functions.ones_like']"
/stats/tests/test_diagnostic.py_test_het_breusch_pagan_nonrobust,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_goldfeldquandt,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_white,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_het_white_error,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_influence,1.0,2,2,['asarray' 'array'],['array_api._creation_functions.asarray' 'pdarraycreation.array']
/stats/tests/test_diagnostic.py_test_influence_dtype,0.6,5,3,['ones' 'ones' 'random.randn' 'array' 'random.seed'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'pdarraycreation.array']"
/stats/tests/test_diagnostic.py_test_influence_wrapped,1.0,5,5,['log' 'ones_like' 'log' 'ones_like' 'asarray'],"['numeric.log' 'pdarraycreation.ones_like'
 'array_api._elementwise_functions.log'
 'array_api._creation_functions.ones_like'
 'array_api._creation_functions.asarray']"
/stats/tests/test_diagnostic.py_test_linear_lm_direct,0.5,2,1,['random.standard_normal' 'hstack'],['pdarraycreation.standard_normal']
/stats/tests/test_diagnostic.py_test_ljungbox_auto_lag_selection,1.0,4,4,['all' 'isnan' 'isnan' 'all'],"['array_api._utility_functions.all' 'numeric.isnan'
 'array_api._elementwise_functions.isnan' 'pdarrayclass.all']"
/stats/tests/test_diagnostic.py_test_ljungbox_auto_lag_whitenoise,0.0,1,0,['random.randn'],[]
/stats/tests/test_diagnostic.py_test_ljungbox_dof_adj,1.0,4,4,['isnan' 'isnan' 'all' 'all'],"['array_api._elementwise_functions.isnan' 'numeric.isnan'
 'pdarrayclass.all' 'array_api._utility_functions.all']"
/stats/tests/test_diagnostic.py_test_ljungbox_errors_warnings,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_ljungbox_period,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_normality,0.67,3,2,['isinf' 'isinf' 'ndarray'],['array_api._elementwise_functions.isinf' 'numeric.isinf']
/stats/tests/test_diagnostic.py_test_outlier_influence_funcs,0.67,3,2,['all' 'random.randn' 'all'],['pdarrayclass.all' 'array_api._utility_functions.all']
/stats/tests/test_diagnostic.py_test_outlier_test,0.2,5,1,"['column_stack' 'c_' 'testing.assert_almost_equal' 'array'
 'testing.assert_equal']",['pdarraycreation.array']
/stats/tests/test_diagnostic.py_test_rainbow,1.0,0,0,[],[]
/stats/tests/test_diagnostic.py_test_rainbow_exception,1.0,4,4,['ones' 'ones' 'random.standard_normal' 'asarray'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'pdarraycreation.standard_normal' 'array_api._creation_functions.asarray']"
/stats/tests/test_diagnostic.py_test_rainbow_smoke_centered,1.0,3,3,['random.standard_normal' 'ones' 'ones'],"['pdarraycreation.standard_normal' 'pdarraycreation.ones'
 'array_api._creation_functions.ones']"
/stats/tests/test_diagnostic.py_test_rainbow_smoke_order_by,1.0,3,3,['ones' 'random.standard_normal' 'ones'],"['array_api._creation_functions.ones' 'pdarraycreation.standard_normal'
 'pdarraycreation.ones']"
/stats/tests/test_diagnostic.py_test_recursive_residuals,0.83,6,5,['round' 'round' 'arange' 'arange' 'array' 'diff'],"['array_api._elementwise_functions.round' 'numeric.round'
 'pdarraycreation.arange' 'array_api._creation_functions.arange'
 'pdarraycreation.array']"
/stats/tests/test_diagnostic.py_test_reset_smoke,0.75,4,3,['hstack' 'random.standard_normal' 'ones' 'ones'],"['pdarraycreation.standard_normal' 'array_api._creation_functions.ones'
 'pdarraycreation.ones']"
/stats/tests/test_diagnostic.py_test_small_skip,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/stats/tests/test_diagnostic.py_test_spec_white,0.63,8,5,"['ones' 'concatenate' 'concatenate' 'asarray' 'ones' 'delete'
 'linalg.lstsq' 'dot']","['pdarraycreation.ones' 'util.concatenate' 'pdarraysetops.concatenate'
 'array_api._creation_functions.asarray'
 'array_api._creation_functions.ones']"
/stats/tests/test_diagnostic.py_test_spec_white_error,1.0,1,1,['random.standard_normal'],['pdarraycreation.standard_normal']
/stats/tests/test_diagnostic_other.py_attach_moment_conditions,0.5,2,1,['linalg.inv' 'eye'],['array_api._creation_functions.eye']
/stats/tests/test_diagnostic_other.py_res_hc0,0.5,2,1,['linalg.inv' 'eye'],['array_api._creation_functions.eye']
/stats/tests/test_diagnostic_other.py_res_opg,0.75,4,3,['ones' 'ones' 'linalg.inv' 'eye'],"['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._creation_functions.eye']"
/stats/tests/test_diagnostic_other.py_res_score,0.33,3,1,['linalg.solve' 'linalg.inv' 'eye'],['array_api._creation_functions.eye']
/stats/tests/test_diagnostic_other.py_setup_class,0.0,3,0,['column_stack' 'random.seed' 'random.randn'],[]
/stats/tests/test_diagnostic_other.py_test_score,0.0,1,0,['size'],[]
/stats/tests/test_diagnostic_other.py_test_scorehc0,0.0,1,0,['size'],[]
/stats/tests/test_diagnostic_other.py_test_scoreopg,0.0,1,0,['size'],[]
/stats/tests/test_dist_dependant_measures.py_setup_class,0.75,4,3,['array' 'log' 'log' 'random.seed'],"['pdarraycreation.array' 'numeric.log'
 'array_api._elementwise_functions.log']"
/stats/tests/test_dist_dependant_measures.py_test_dcor,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_dcov,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_dvar,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_fallback_to_asym_method,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_input_validation_nobs,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_input_validation_unknown_method,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_results_on_the_iris_dataset,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_dist_dependant_measures.py_test_results_on_the_quakes_dataset,1.0,3,3,['round' 'round' 'asarray'],"['numeric.round' 'array_api._elementwise_functions.round'
 'array_api._creation_functions.asarray']"
/stats/tests/test_dist_dependant_measures.py_test_statistic_value_asym_method,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_statistic_value_emp_method,1.0,0,0,[],[]
/stats/tests/test_dist_dependant_measures.py_test_statistics_for_1d_input,1.0,3,3,['array' 'log' 'log'],"['pdarraycreation.array' 'array_api._elementwise_functions.log'
 'numeric.log']"
/stats/tests/test_dist_dependant_measures.py_test_statistics_for_2d_input,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_effectsize.py_test_noncent_chi2,1.0,0,0,[],[]
/stats/tests/test_effectsize.py_test_noncent_f,1.0,0,0,[],[]
/stats/tests/test_effectsize.py_test_noncent_t,1.0,0,0,[],[]
/stats/tests/test_gof.py_test_chisquare,1.0,1,1,['array'],['pdarraycreation.array']
/stats/tests/test_gof.py_test_chisquare_effectsize,1.0,1,1,['array'],['pdarraycreation.array']
/stats/tests/test_gof.py_test_chisquare_power,1.0,0,0,[],[]
/stats/tests/test_groups_sw.py_calculate,1.0,0,0,[],[]
/stats/tests/test_groups_sw.py_setup_class,0.75,4,3,['repeat' 'array' 'arange' 'arange'],"['pdarraycreation.array' 'array_api._creation_functions.arange'
 'pdarraycreation.arange']"
/stats/tests/test_groups_sw.py_test_raises,1.0,0,0,[],[]
/stats/tests/test_groups_sw.py_test_values,1.0,0,0,[],[]
/stats/tests/test_influence.py__check_looo,1.0,0,0,[],[]
/stats/tests/test_influence.py_setup_class,0.83,6,5,['arange' 'column_stack' 'array' 'ones' 'arange' 'ones'],"['pdarraycreation.arange' 'pdarraycreation.array' 'pdarraycreation.ones'
 'array_api._creation_functions.arange'
 'array_api._creation_functions.ones']"
/stats/tests/test_influence.py_test_basics,1.0,0,0,[],[]
/stats/tests/test_influence.py_test_basics_specific,1.0,0,0,[],[]
/stats/tests/test_influence.py_test_influence_glm_bernoulli,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/stats/tests/test_influence.py_test_looo,1.0,0,0,[],[]
/stats/tests/test_influence.py_test_plots,1.0,0,0,[],[]
/stats/tests/test_influence.py_test_r,1.0,0,0,[],[]
