,index,scipy_function,num_np_calls,np_calls,np_calls_w_args
11328,18068,/stats/_levy_stable/__init__.py__pdf_single_value_cf_integrate,0,[],[]
11329,17897,/stats/_multivariate.py___init__,0,[],[]
11330,18064,/stats/biasedurn/stoc3.cpp_MultiFishersNCHyp,0,[],[]
11331,18063,/stats/biasedurn/stoc3.cpp_FishersNCHypRatioOfUnifoms,0,[],[]
11332,18062,/stats/biasedurn/stoc3.cpp_FishersNCHypInversion,0,[],[]
11333,17898,/stats/_multivariate.py__process_parameters,0,[],[]
11334,17899,/stats/_multivariate.py_logpmf,0,[],[]
11335,18061,/stats/biasedurn/stoc3.cpp_FishersNCHyp,0,[],[]
11336,18060,/stats/biasedurn/stoc3.cpp_MultiComplWalleniusNCHyp,0,[],[]
11337,18059,/stats/biasedurn/stoc3.cpp_MultiWalleniusNCHyp,0,[],[]
11338,18058,/stats/biasedurn/stoc3.cpp_WalleniusNCHypInversion,0,[],[]
11339,18057,/stats/biasedurn/stoc3.cpp_WalleniusNCHypRatioOfUnifoms,0,[],[]
11340,18056,/stats/biasedurn/stoc3.cpp_WalleniusNCHypTable,0,[],[]
11341,17900,/stats/_multivariate.py_pmf,0,[],[]
11342,18055,/stats/biasedurn/stoc3.cpp_WalleniusNCHypUrn,0,[],[]
11343,17885,/stats/_multivariate.py___init__,0,[],[]
11344,17884,/stats/_multivariate.py_entropy,0,[],[]
11345,17883,/stats/_multivariate.py_rvs,0,[],[]
11346,18090,/stats/_levy_stable/__init__.py_phi_5_1,0,[],[]
11347,18098,/stats/_levy_stable/__init__.py__fitstart,0,[],[]
11348,18095,/stats/_levy_stable/__init__.py__rvs,0,[],[]
11349,18093,/stats/_levy_stable/__init__.py__parameterization,0,[],[]
11350,18092,/stats/_levy_stable/__init__.py__shape_info,0,[],[]
11351,17870,/stats/_multivariate.py_func1d,0,[],[]
11352,17871,/stats/_multivariate.py_cdf,0,[],[]
11353,18091,/stats/_levy_stable/__init__.py__argcheck,0,[],[]
11354,17874,/stats/_multivariate.py_asymptotic,0,[],[]
11355,17881,/stats/_multivariate.py_cdf,0,[],[]
11356,17875,/stats/_multivariate.py_entropy,0,[],[]
11357,18089,/stats/_levy_stable/__init__.py_phi_3_1,0,[],[]
11358,18088,/stats/_levy_stable/__init__.py_psi_2_1,0,[],[]
11359,18087,/stats/_levy_stable/__init__.py_psi_1_1,0,[],[]
11360,18084,/stats/_levy_stable/__init__.py_alphanot1func,0,[],[]
11361,18080,/stats/_levy_stable/__init__.py__rvs_Z1,0,[],[]
11362,17880,/stats/_multivariate.py_logpdf,0,[],[]
11363,18054,/stats/biasedurn/stoc3.cpp_WalleniusNCHyp,0,[],[]
11364,18052,/stats/biasedurn/stoc3.cpp_StochasticLib3,0,[],[]
11365,18021,/stats/biasedurn/wnchyppr.cpp_mean,0,[],[]
11366,18051,/stats/biasedurn/stoc1.cpp_Shuffle,0,[],[]
11367,18034,/stats/biasedurn/stoc1.cpp_Hypergeometric,0,[],[]
11368,18033,/stats/biasedurn/stoc1.cpp_StochasticLib1,0,[],[]
11369,17905,/stats/_multivariate.py___init__,0,[],[]
11370,18032,/stats/biasedurn/stoc1.cpp_LnFac,0,[],[]
11371,18031,/stats/biasedurn/wnchyppr.cpp_loop,0,[],[]
11372,17906,/stats/_multivariate.py___call__,0,[],[]
11373,18030,/stats/biasedurn/wnchyppr.cpp_moments,0,[],[]
11374,18029,/stats/biasedurn/wnchyppr.cpp_probability,0,[],[]
11375,18028,/stats/biasedurn/wnchyppr.cpp_search_inflect,0,[],[]
11376,18027,/stats/biasedurn/wnchyppr.cpp_integrate_step,0,[],[]
11377,18026,/stats/biasedurn/wnchyppr.cpp_integrate,0,[],[]
11378,18025,/stats/biasedurn/wnchyppr.cpp_laplace,0,[],[]
11379,18024,/stats/biasedurn/wnchyppr.cpp_findpars,0,[],[]
11380,18023,/stats/biasedurn/wnchyppr.cpp_lnbico,0,[],[]
11381,17908,/stats/_multivariate.py_lnfac,0,[],[]
11382,18022,/stats/biasedurn/wnchyppr.cpp_binoexpand,0,[],[]
11383,17911,/stats/_multivariate.py_rvs,0,[],[]
11384,17904,/stats/_multivariate.py_rvs,0,[],[]
11385,17903,/stats/_multivariate.py_cov,0,[],[]
11386,18035,/stats/biasedurn/stoc1.cpp_HypInversionMod,0,[],[]
11387,17902,/stats/_multivariate.py_var,0,[],[]
11388,18050,/stats/biasedurn/stoc1.cpp_Bernoulli,0,[],[]
11389,18049,/stats/biasedurn/stoc1.cpp_NormalTrunc,0,[],[]
11390,18048,/stats/biasedurn/stoc1.cpp_Normal,0,[],[]
11391,18047,/stats/biasedurn/stoc1.cpp_Multinomial,0,[],[]
11392,17901,/stats/_multivariate.py_mean,0,[],[]
11393,18046,/stats/biasedurn/stoc1.cpp_Multinomial,0,[],[]
11394,18045,/stats/biasedurn/stoc1.cpp_BinomialRatioOfUniforms,0,[],[]
11395,18044,/stats/biasedurn/stoc1.cpp_BinomialInver,0,[],[]
11396,18036,/stats/biasedurn/stoc1.cpp_HypRatioOfUnifoms,0,[],[]
11397,18043,/stats/biasedurn/stoc1.cpp_Binomial,0,[],[]
11398,18042,/stats/biasedurn/stoc1.cpp_PoissonRatioUniforms,0,[],[]
11399,18041,/stats/biasedurn/stoc1.cpp_PoissonInver,0,[],[]
11400,18040,/stats/biasedurn/stoc1.cpp_PoissonLow,0,[],[]
11401,18039,/stats/biasedurn/stoc1.cpp_Poisson,0,[],[]
11402,18038,/stats/biasedurn/stoc1.cpp_MultiHypergeometric,0,[],[]
11403,18037,/stats/biasedurn/stoc1.cpp_fc_lnpk,0,[],[]
11404,17743,/stats/_multivariate.py_rvs,0,[],[]
11405,17741,/stats/_multivariate.py_logpdf,0,[],[]
11406,17740,/stats/_multivariate.py___init__,0,[],[]
11407,18469,/stats/tests/test_distributions.py_test_pdf_unity_area,0,[],[]
11408,17374,/stats/_qmc.py___init__,0,[],[]
11409,17376,/stats/_qmc.py__random,0,[],[]
11410,18478,/stats/tests/test_distributions.py_test_pdf,0,[],[]
11411,18477,/stats/tests/test_distributions.py_test_extreme_mu2,0,[],[]
11412,18476,/stats/tests/test_distributions.py_test_cdf,0,[],[]
11413,18475,/stats/tests/test_distributions.py_test_pmf,0,[],[]
11414,17381,/stats/_qmc.py_reset,0,[],[]
11415,18474,/stats/tests/test_distributions.py_test_tail,0,[],[]
11416,17384,/stats/_qmc.py___init__,0,[],[]
11417,18473,/stats/tests/test_distributions.py_test_sf_isf,0,[],[]
11418,18472,/stats/tests/test_distributions.py_test_cdf_ppf,0,[],[]
11419,17388,/stats/_qmc.py___init__,0,[],[]
11420,17390,/stats/_qmc.py__select_optimizer,0,[],[]
11421,17394,/stats/_qmc.py__lloyd_centroidal_voronoi_tessellation,0,[],[]
11422,17395,/stats/_qmc.py__validate_workers,0,[],[]
11423,17396,/stats/_qmc.py__validate_bounds,0,[],[]
11424,18471,/stats/tests/test_distributions.py_test_sf_isf,0,[],[]
11425,17373,/stats/_qmc.py_fast_forward,0,[],[]
11426,17372,/stats/_qmc.py_reset,0,[],[]
11427,18481,/stats/tests/test_distributions.py_test_fit_MLE_comp_optimizer,0,[],[]
11428,17362,/stats/_qmc.py__initialize_permutations,0,[],[]
11429,17355,/stats/_qmc.py___init__,0,[],[]
11430,17356,/stats/_qmc.py__random,0,[],[]
11431,17357,/stats/_qmc.py_random,0,[],[]
11432,17358,/stats/_qmc.py_integers,0,[],[]
11433,17359,/stats/_qmc.py_reset,0,[],[]
11434,17360,/stats/_qmc.py_fast_forward,0,[],[]
11435,17361,/stats/_qmc.py___init__,0,[],[]
11436,17363,/stats/_qmc.py__random,0,[],[]
11437,18482,/stats/tests/test_distributions.py_test_isf,0,[],[]
11438,17364,/stats/_qmc.py___init__,0,[],[]
11439,17365,/stats/_qmc.py__random,0,[],[]
11440,18487,/stats/tests/test_distributions.py_test_issue_12635,0,[],[]
11441,18486,/stats/tests/test_distributions.py_test_fit_duplicated_fixed_parameter,0,[],[]
11442,17368,/stats/_qmc.py___init__,0,[],[]
11443,18485,/stats/tests/test_distributions.py_test_fit_bad_keyword_args,0,[],[]
11444,17370,/stats/_qmc.py__random,0,[],[]
11445,18470,/stats/tests/test_distributions.py_test_cdf_bounds,0,[],[]
11446,18468,/stats/tests/test_distributions.py_test_sf_small_K,0,[],[]
11447,17352,/stats/_qmc.py_n_primes,0,[],[]
11448,18467,/stats/tests/test_distributions.py_test_cdf_small_K,0,[],[]
11449,17452,/stats/_stats_py.py___call__,0,[],[]
11450,18440,/stats/tests/test_distributions.py_setup_method,0,[],[]
11451,17454,/stats/_stats_py.py__euclidean_dist,0,[],[]
11452,18439,/stats/tests/test_distributions.py_test_compare_with_gamlss_r,0,[],[]
11453,17456,/stats/_stats_py.py__mgc_stat,0,[],[]
11454,18437,/stats/tests/test_distributions.py_test_compare_t,0,[],[]
11455,17460,/stats/_stats_py.py___init__,0,[],[]
11456,17461,/stats/_stats_py.py_confidence_interval,0,[],[]
11457,18433,/stats/tests/test_distributions.py_test_bad_input,0,[],[]
11458,17463,/stats/_stats_py.py_unpack_TtestResult,0,[],[]
11459,18431,/stats/tests/test_distributions.py_test_cdf_ppf_next,0,[],[]
11460,18430,/stats/tests/test_distributions.py_test_ppf,0,[],[]
11461,18429,/stats/tests/test_distributions.py_test_cdf,0,[],[]
11462,18428,/stats/tests/test_distributions.py_test_pmf,0,[],[]
11463,17476,/stats/_stats_py.py__get_len,0,[],[]
11464,18424,/stats/tests/test_distributions.py_test_logpdf_pdf,0,[],[]
11465,18421,/stats/tests/test_distributions.py_test_t_extreme_entropy,0,[],[]
11466,17451,/stats/_stats_py.py___init__,0,[],[]
11467,18442,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11468,18444,/stats/tests/test_distributions.py_test_pdf_large_x,0,[],[]
11469,18451,/stats/tests/test_distributions.py_test_zero,0,[],[]
11470,18466,/stats/tests/test_distributions.py_test_std_pdf,0,[],[]
11471,18465,/stats/tests/test_distributions.py_test_extremes_x,0,[],[]
11472,18462,/stats/tests/test_distributions.py_get_moms,0,[],[]
11473,18461,/stats/tests/test_distributions.py_test_moments,0,[],[]
11474,18458,/stats/tests/test_distributions.py_test_delta_cdf,0,[],[]
11475,18457,/stats/tests/test_distributions.py_test_bad_keyword_arg,0,[],[]
11476,18452,/stats/tests/test_distributions.py_test_tail,0,[],[]
11477,18450,/stats/tests/test_distributions.py_optimizer,0,[],[]
11478,17445,/stats/_stats_py.py_statistic,0,[],[]
11479,18447,/stats/tests/test_distributions.py_test_noncentral_moments,0,[],[]
11480,18446,/stats/tests/test_distributions.py_test_cdf_sf_small_values,0,[],[]
11481,17439,/stats/_stats_py.py__pearsonr_bootstrap_ci,0,[],[]
11482,17440,/stats/_stats_py.py_statistic,0,[],[]
11483,17441,/stats/_stats_py.py___init__,0,[],[]
11484,17442,/stats/_stats_py.py_confidence_interval,0,[],[]
11485,17444,/stats/_stats_py.py_statistic,0,[],[]
11486,17353,/stats/_qmc.py__van_der_corput_permutations,0,[],[]
11487,18491,/stats/tests/test_distributions.py_test_boost_eval_issue_14606,0,[],[]
11488,17739,/stats/_multivariate.py__entropy,0,[],[]
11489,17296,/stats/_discrete_distns.py__argcheck,0,[],[]
11490,17273,/stats/_discrete_distns.py__rvs,0,[],[]
11491,18512,/stats/tests/test_distributions.py_test_entropy_entreme_values,0,[],[]
11492,17274,/stats/_discrete_distns.py__argcheck,0,[],[]
11493,17278,/stats/_discrete_distns.py__argcheck,0,[],[]
11494,17279,/stats/_discrete_distns.py__rvs,0,[],[]
11495,17280,/stats/_discrete_distns.py__logpmf,0,[],[]
11496,17281,/stats/_discrete_distns.py__pmf,0,[],[]
11497,17282,/stats/_discrete_distns.py__cdf,0,[],[]
11498,17283,/stats/_discrete_distns.py__sf,0,[],[]
11499,18511,/stats/tests/test_distributions.py_test_cdf_ppf_sf_isf_tail,0,[],[]
11500,17286,/stats/_discrete_distns.py__argcheck,0,[],[]
11501,17287,/stats/_discrete_distns.py__get_support,0,[],[]
11502,18509,/stats/tests/test_distributions.py_test_pdf_overflow_gh19616,0,[],[]
11503,17289,/stats/_discrete_distns.py__cdf,0,[],[]
11504,18508,/stats/tests/test_distributions.py_test_entropy,0,[],[]
11505,18507,/stats/tests/test_distributions.py_test_delta_cdf,0,[],[]
11506,17293,/stats/_discrete_distns.py__entropy,0,[],[]
11507,17272,/stats/_discrete_distns.py__shape_info,0,[],[]
11508,17271,/stats/_discrete_distns.py__stats,0,[],[]
11509,17270,/stats/_discrete_distns.py__pmf,0,[],[]
11510,17256,/stats/_discrete_distns.py__argcheck,0,[],[]
11511,17243,/stats/_discrete_distns.py__rvs,0,[],[]
11512,17244,/stats/_discrete_distns.py__argcheck,0,[],[]
11513,17246,/stats/_discrete_distns.py__logpmf,0,[],[]
11514,17247,/stats/_discrete_distns.py__cdf,0,[],[]
11515,17249,/stats/_discrete_distns.py__logsf,0,[],[]
11516,18515,/stats/tests/test_distributions.py_test_ppf,0,[],[]
11517,17254,/stats/_discrete_distns.py__rvs,0,[],[]
11518,17257,/stats/_discrete_distns.py__logpmf,0,[],[]
11519,17268,/stats/_discrete_distns.py__rvs,0,[],[]
11520,17258,/stats/_discrete_distns.py__pmf,0,[],[]
11521,17259,/stats/_discrete_distns.py__cdf,0,[],[]
11522,17260,/stats/_discrete_distns.py__stats,0,[],[]
11523,17262,/stats/_discrete_distns.py__sf,0,[],[]
11524,18514,/stats/tests/test_distributions.py_test_precision,0,[],[]
11525,17266,/stats/_discrete_distns.py__get_support,0,[],[]
11526,17267,/stats/_discrete_distns.py__argcheck,0,[],[]
11527,17295,/stats/_discrete_distns.py__rvs,0,[],[]
11528,17297,/stats/_discrete_distns.py__pmf,0,[],[]
11529,17345,/stats/_qmc.py_scale,0,[],[]
11530,17298,/stats/_discrete_distns.py__gen_harmonic_gt1,0,[],[]
11531,17327,/stats/_discrete_distns.py__cdf,0,[],[]
11532,17328,/stats/_discrete_distns.py__sf,0,[],[]
11533,17329,/stats/_discrete_distns.py__logsf,0,[],[]
11534,18501,/stats/tests/test_distributions.py_test_fit_stats_gh18274,0,[],[]
11535,17331,/stats/_discrete_distns.py__vectorize_rvs_over_shapes,0,[],[]
11536,18500,/stats/tests/test_distributions.py_test_sf,0,[],[]
11537,18499,/stats/tests/test_distributions.py_test_cdf_extreme_tails,0,[],[]
11538,18498,/stats/tests/test_distributions.py_test_cdf_gh_17631,0,[],[]
11539,18497,/stats/tests/test_distributions.py_test_ppf_gh_17631,0,[],[]
11540,17336,/stats/_discrete_distns.py__rvs,0,[],[]
11541,18496,/stats/tests/test_distributions.py_test_ppf,0,[],[]
11542,17339,/stats/_discrete_distns.py__pmf1,0,[],[]
11543,18494,/stats/tests/test_distributions.py_test_extreme_entropy,0,[],[]
11544,18493,/stats/tests/test_distributions.py_test_entropy,0,[],[]
11545,17341,/stats/_discrete_distns.py__moments1,0,[],[]
11546,17343,/stats/_qmc.py_check_random_state,0,[],[]
11547,18492,/stats/tests/test_distributions.py_test_beta_ppf_with_subnormal_a_b,0,[],[]
11548,17326,/stats/_discrete_distns.py__logpmf,0,[],[]
11549,17325,/stats/_discrete_distns.py__argcheck,0,[],[]
11550,17324,/stats/_discrete_distns.py__pmf,0,[],[]
11551,17310,/stats/_discrete_distns.py__cdf,0,[],[]
11552,18505,/stats/tests/test_distributions.py_test_fit_bad_keyword_args,0,[],[]
11553,17303,/stats/_discrete_distns.py__get_support,0,[],[]
11554,17304,/stats/_discrete_distns.py__pmf,0,[],[]
11555,17305,/stats/_discrete_distns.py__cdf,0,[],[]
11556,17306,/stats/_discrete_distns.py__sf,0,[],[]
11557,17307,/stats/_discrete_distns.py__stats,0,[],[]
11558,17309,/stats/_discrete_distns.py__pmf,0,[],[]
11559,17311,/stats/_discrete_distns.py_f,0,[],[]
11560,17323,/stats/_discrete_distns.py__rvs,0,[],[]
11561,17312,/stats/_discrete_distns.py_f2,0,[],[]
11562,17314,/stats/_discrete_distns.py__stats,0,[],[]
11563,17315,/stats/_discrete_distns.py__entropy,0,[],[]
11564,18504,/stats/tests/test_distributions.py_test_logpdf,0,[],[]
11565,17318,/stats/_discrete_distns.py__rvs,0,[],[]
11566,18503,/stats/tests/test_distributions.py_test_pdf,0,[],[]
11567,17321,/stats/_discrete_distns.py__stats,0,[],[]
11568,18420,/stats/tests/test_distributions.py_test_t_entropy,0,[],[]
11569,18418,/stats/tests/test_distributions.py_test_rvgeneric_std,0,[],[]
11570,18416,/stats/tests/test_distributions.py_test_moments_warnings,0,[],[]
11571,18308,/stats/tests/test_distributions.py_test_extreme_values,0,[],[]
11572,17662,/stats/_mstats_basic.py_trimmed_var,0,[],[]
11573,17663,/stats/_mstats_basic.py_trimmed_std,0,[],[]
11574,17664,/stats/_mstats_basic.py_trimmed_stde,0,[],[]
11575,17666,/stats/_mstats_basic.py__mask_to_limits,0,[],[]
11576,18321,/stats/tests/test_distributions.py_test_fit_comp_optimizer,0,[],[]
11577,18319,/stats/tests/test_distributions.py_test_mean_small_p,0,[],[]
11578,18318,/stats/tests/test_distributions.py_test_pmf_small_p,0,[],[]
11579,18317,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11580,17680,/stats/_mstats_basic.py_stde_median,0,[],[]
11581,17684,/stats/_mstats_basic.py_normaltest,0,[],[]
11582,17687,/stats/_mstats_basic.py_scoreatpercentile,0,[],[]
11583,18313,/stats/tests/test_distributions.py_test_fit_comp_optimizer,0,[],[]
11584,17689,/stats/_mstats_basic.py_obrientransform,0,[],[]
11585,17691,/stats/_mstats_basic.py_f_oneway,0,[],[]
11586,18311,/stats/tests/test_distributions.py_test_fit,0,[],[]
11587,18310,/stats/tests/test_distributions.py_test_logpdf_extreme_values,0,[],[]
11588,17694,/stats/_multivariate.py__squeeze_output,0,[],[]
11589,17661,/stats/_mstats_basic.py_trimmed_mean,0,[],[]
11590,17660,/stats/_mstats_basic.py_trimtail,0,[],[]
11591,17659,/stats/_mstats_basic.py_trimboth,0,[],[]
11592,17637,/stats/_mstats_basic.py_spearmanr,0,[],[]
11593,18327,/stats/tests/test_distributions.py_test_fit_MLE_comp_optimizer,0,[],[]
11594,17623,/stats/_mstats_basic.py__chk_asarray,0,[],[]
11595,17624,/stats/_mstats_basic.py__chk2_asarray,0,[],[]
11596,17625,/stats/_mstats_basic.py__chk_size,0,[],[]
11597,17629,/stats/_mstats_basic.py_rankdata,0,[],[]
11598,17632,/stats/_mstats_basic.py__mode,0,[],[]
11599,17633,/stats/_mstats_basic.py__mode1D,0,[],[]
11600,17644,/stats/_mstats_basic.py_theilslopes,0,[],[]
11601,17658,/stats/_mstats_basic.py_trim,0,[],[]
11602,17645,/stats/_mstats_basic.py_siegelslopes,0,[],[]
11603,18324,/stats/tests/test_distributions.py_test_sf,0,[],[]
11604,17651,/stats/_mstats_basic.py_kruskal,0,[],[]
11605,17652,/stats/_mstats_basic.py_ks_1samp,0,[],[]
11606,17653,/stats/_mstats_basic.py_ks_2samp,0,[],[]
11607,17654,/stats/_mstats_basic.py_kstest,0,[],[]
11608,17656,/stats/_mstats_basic.py_trimr,0,[],[]
11609,18309,/stats/tests/test_distributions.py_test_logpdf_basic,0,[],[]
11610,17700,/stats/_multivariate.py___init__,0,[],[]
11611,18414,/stats/tests/test_distributions.py_test_endpoints,0,[],[]
11612,17702,/stats/_multivariate.py_random_state,0,[],[]
11613,17727,/stats/_multivariate.py_cdf,0,[],[]
11614,17728,/stats/_multivariate.py_rvs,0,[],[]
11615,17729,/stats/_multivariate.py_entropy,0,[],[]
11616,18289,/stats/tests/test_distributions.py_test_precision,0,[],[]
11617,17730,/stats/_multivariate.py___init__,0,[],[]
11618,18288,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11619,17731,/stats/_multivariate.py___call__,0,[],[]
11620,18286,/stats/tests/test_distributions.py_test_logcdf,0,[],[]
11621,18285,/stats/tests/test_distributions.py_test_ppf,0,[],[]
11622,18284,/stats/tests/test_distributions.py_test_isf,0,[],[]
11623,18283,/stats/tests/test_distributions.py_test_sf,0,[],[]
11624,17735,/stats/_multivariate.py_logpdf,0,[],[]
11625,18282,/stats/tests/test_distributions.py_test_entropy,0,[],[]
11626,18281,/stats/tests/test_distributions.py_test_logpdf,0,[],[]
11627,18280,/stats/tests/test_distributions.py_test_moments_gh18634,0,[],[]
11628,18276,/stats/tests/test_distributions.py_test_gh_1489_trac_962_rvs,0,[],[]
11629,18274,/stats/tests/test_distributions.py_test_moments,0,[],[]
11630,18290,/stats/tests/test_distributions.py_test_args,0,[],[]
11631,18291,/stats/tests/test_distributions.py_test_cdf_above_one,0,[],[]
11632,17723,/stats/_multivariate.py_cov,0,[],[]
11633,18304,/stats/tests/test_distributions.py_test_sf_isf,0,[],[]
11634,17703,/stats/_multivariate.py__get_random_state,0,[],[]
11635,17704,/stats/_multivariate.py_random_state,0,[],[]
11636,17705,/stats/_multivariate.py_random_state,0,[],[]
11637,17706,/stats/_multivariate.py___init__,0,[],[]
11638,17707,/stats/_multivariate.py___call__,0,[],[]
11639,17708,/stats/_multivariate.py__process_parameters,0,[],[]
11640,18305,/stats/tests/test_distributions.py_test_sf_isf,0,[],[]
11641,18303,/stats/tests/test_distributions.py_test_entropy,0,[],[]
11642,17720,/stats/_multivariate.py_entropy,0,[],[]
11643,18300,/stats/tests/test_distributions.py_test_logpdf,0,[],[]
11644,18299,/stats/tests/test_distributions.py_test_sf_isf,0,[],[]
11645,18298,/stats/tests/test_distributions.py_test_cdf_ppf,0,[],[]
11646,17716,/stats/_multivariate.py_func1d,0,[],[]
11647,18296,/stats/tests/test_distributions.py_test_mean_gh18511,0,[],[]
11648,18294,/stats/tests/test_distributions.py_test_logsf,0,[],[]
11649,17718,/stats/_multivariate.py_cdf,0,[],[]
11650,17621,/stats/_kde.py_neff,0,[],[]
11651,17620,/stats/_kde.py_weights,0,[],[]
11652,17618,/stats/_kde.py_logpdf,0,[],[]
11653,17617,/stats/_kde.py_pdf,0,[],[]
11654,17524,/stats/_axis_nan_policy.py_result_to_tuple,0,[],[]
11655,17525,/stats/_axis_nan_policy.py_is_too_small,0,[],[]
11656,17526,/stats/_axis_nan_policy.py_axis_nan_policy_decorator,0,[],[]
11657,17528,/stats/_axis_nan_policy.py_hypotest_fun_out,0,[],[]
11658,18386,/stats/tests/test_distributions.py_test_logcdf_logsf,0,[],[]
11659,18385,/stats/tests/test_distributions.py_test_cdf_sf,0,[],[]
11660,18384,/stats/tests/test_distributions.py_test_fit_raise_errors,0,[],[]
11661,17532,/stats/mvn.py___dir__,0,[],[]
11662,17533,/stats/mvn.py___getattr__,0,[],[]
11663,17535,/stats/_survival.py_evaluate,0,[],[]
11664,18378,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11665,17540,/stats/_survival.py___init__,0,[],[]
11666,17541,/stats/_survival.py__iv_CensoredData,0,[],[]
11667,17542,/stats/_survival.py_ecdf,0,[],[]
11668,18375,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11669,17545,/stats/_survival.py_logrank,0,[],[]
11670,17550,/stats/_multicomp.py___str__,0,[],[]
11671,17523,/stats/_axis_nan_policy.py__axis_nan_policy_factory,0,[],[]
11672,17522,/stats/_axis_nan_policy.py__get_axis_params,0,[],[]
11673,17519,/stats/_axis_nan_policy.py__remove_sentinel,0,[],[]
11674,18406,/stats/tests/test_distributions.py_test_pdf,0,[],[]
11675,18413,/stats/tests/test_distributions.py_test_large_entropy,0,[],[]
11676,17481,/stats/_stats_py.py__tuple_to_KstestResult,0,[],[]
11677,17482,/stats/_stats_py.py__KstestResult_to_tuple,0,[],[]
11678,18409,/stats/tests/test_distributions.py_test_cdf,0,[],[]
11679,18408,/stats/tests/test_distributions.py_test_isf,0,[],[]
11680,18407,/stats/tests/test_distributions.py_test_sf,0,[],[]
11681,17489,/stats/_stats_py.py__kstest_n_samples,0,[],[]
11682,18405,/stats/tests/test_distributions.py_test_cdf,0,[],[]
11683,18387,/stats/tests/test_distributions.py_test_entropy,0,[],[]
11684,18404,/stats/tests/test_distributions.py_test_isf,0,[],[]
11685,18403,/stats/tests/test_distributions.py_test_sf,0,[],[]
11686,18401,/stats/tests/test_distributions.py_test_fit_warnings,0,[],[]
11687,17500,/stats/_stats_py.py_wasserstein_distance,0,[],[]
11688,18397,/stats/tests/test_distributions.py_test_sf,0,[],[]
11689,18396,/stats/tests/test_distributions.py_test_isf,0,[],[]
11690,18392,/stats/tests/test_distributions.py_test_sf_cdf_extremes,0,[],[]
11691,17551,/stats/_multicomp.py__allowance,0,[],[]
11692,17553,/stats/_multicomp.py_confidence_interval,0,[],[]
11693,17554,/stats/_multicomp.py_dunnett,0,[],[]
11694,18339,/stats/tests/test_distributions.py_test_logsf,0,[],[]
11695,17594,/stats/_binomtest.py__binary_search_for_binom_tst,0,[],[]
11696,17595,/stats/biasedurn.py___dir__,0,[],[]
11697,17596,/stats/biasedurn.py___getattr__,0,[],[]
11698,17597,/stats/stats.py___dir__,0,[],[]
11699,17598,/stats/stats.py___getattr__,0,[],[]
11700,18341,/stats/tests/test_distributions.py_test_var,0,[],[]
11701,18340,/stats/tests/test_distributions.py_test_stats,0,[],[]
11702,17606,/stats/_kde.py___init__,0,[],[]
11703,17592,/stats/_binomtest.py__findp,0,[],[]
11704,17607,/stats/_kde.py_evaluate,0,[],[]
11705,17610,/stats/_kde.py_integrate_box,0,[],[]
11706,18330,/stats/tests/test_distributions.py_test_negative_data,0,[],[]
11707,17613,/stats/_kde.py_scotts_factor,0,[],[]
11708,17614,/stats/_kde.py_silverman_factor,0,[],[]
11709,18329,/stats/tests/test_distributions.py_test_fit_warnings,0,[],[]
11710,17616,/stats/_kde.py_inv_cov,0,[],[]
11711,17593,/stats/_binomtest.py__binom_wilson_conf_int,0,[],[]
11712,17591,/stats/_binomtest.py_proportion_ci,0,[],[]
11713,17555,/stats/_multicomp.py__iv_dunnett,0,[],[]
11714,18356,/stats/tests/test_distributions.py_test_integers_ctor,0,[],[]
11715,17560,/stats/_hypotests.py__poisson_means_test_iv,0,[],[]
11716,17561,/stats/_hypotests.py___init__,0,[],[]
11717,17562,/stats/_hypotests.py___repr__,0,[],[]
11718,17563,/stats/_hypotests.py__psi1_mod,0,[],[]
11719,18360,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11720,18359,/stats/tests/test_distributions.py_test_mu0,0,[],[]
11721,17570,/stats/_hypotests.py__cvm_result_to_tuple,0,[],[]
11722,18350,/stats/tests/test_distributions.py_test_cdf_genpareto,0,[],[]
11723,17590,/stats/_binomtest.py___repr__,0,[],[]
11724,18349,/stats/tests/test_distributions.py_test_sf,0,[],[]
11725,17581,/stats/_hypotests.py__get_binomial_log_p_value_with_nuisance_param,0,[],[]
11726,17584,/stats/_hypotests.py___init__,0,[],[]
11727,17585,/stats/_hypotests.py___str__,0,[],[]
11728,17586,/stats/_hypotests.py_confidence_interval,0,[],[]
11729,18343,/stats/tests/test_distributions.py_test_rvs,0,[],[]
11730,17589,/stats/_binomtest.py___init__,0,[],[]
11731,18875,/stats/tests/test_morestats.py_test_confidence_intervals1,0,[],[]
11732,18876,/stats/tests/test_morestats.py_test_confidence_intervals2,0,[],[]
11733,18877,/stats/tests/test_morestats.py_test_confidence_interval_exact_k0,0,[],[]
11734,15347,/ndimage/tests/test_interpolation.py_test_shift_reflect,0,[],[]
11735,15334,/ndimage/tests/test_interpolation.py_test_shift01,0,[],[]
11736,15335,/ndimage/tests/test_interpolation.py_test_shift02,0,[],[]
11737,15336,/ndimage/tests/test_interpolation.py_test_shift03,0,[],[]
11738,15337,/ndimage/tests/test_interpolation.py_test_shift04,0,[],[]
11739,15338,/ndimage/tests/test_interpolation.py_test_shift05,0,[],[]
